City,County,State,Accidents
Derby,Orleans,VT,1
Deridder,Beauregard,LA,2
Derrick City,McKean,PA,1
Derry,Rockingham,NH,19
Derry,Westmoreland,PA,1
Derwood,Montgomery,MD,45
Des Moines,Polk,IA,300
Des Moines,Warren,IA,1
Des Moines,King,WA,2
Des Plaines,Cook,IL,122
Desoto,Dallas,TX,10
Destin,Okaloosa,FL,7
Destrehan,St. Charles,LA,6
Detroit,Wayne,MI,1371
Detroit,Marion,OR,32
Detroit Lakes,Becker,MN,28
Detroit Lakes,Otter Tail,MN,3
Devens,Worcester,MA,4
Devon,Chester,PA,15
Dewey,Yavapai,AZ,12
Dewey Beach,Sussex,DE,1
Deweyville,Box Elder,UT,1
DeWitt,Dinwiddie,VA,6
Dexter,Mower,MN,12
Dexter,Washtenaw,MI,4
Dexter,Lane,OR,12
Diamond,Portage,OH,5
Diamond Bar,Los Angeles,CA,660
Diamond Point,Warren,NY,1
Diamond Springs,El Dorado,CA,26
Diamondhead,Hancock,MS,1
Diberville,Harrison,MS,9
Dickens,Dickens,TX,1
Dickerson,Montgomery,MD,22
Dickerson,Frederick,MD,2
Dickinson,Galveston,TX,15
Dickinson Center,Franklin,NY,2
Dickson,Dickson,TN,13
Dickson,Hickman,TN,4
Dike,Grundy,IA,1
Dillon,Dillon,SC,94
Dillon,Summit,CO,15
Dillsboro,Ohio,IN,1
Dillsburg,York,PA,48
Dinosaur,Moffat,CO,1
Dinuba,Tulare,CA,30
Dinuba,Fresno,CA,4
Dinwiddie,Dinwiddie,VA,9
Discovery Bay,Contra Costa,CA,39
Disputanta,Prince George,VA,2
District 3,Davidson,TN,10
District 4,St. Tammany,LA,1
District 4 Kent Island,Queen Anne's,MD,7
District 5,Anne Arundel,MD,5
District 6 Spauldings,Prince George's,MD,1
District 9,Montgomery,MD,1
District Heights,Prince George's,MD,107
District Heights,Prince Georges,MD,3
Dittmer,Jefferson,MO,8
Divernon,Sangamon,IL,4
Divide,Teller,CO,2
Dix,Jefferson,IL,1
Dix Hills,Suffolk,NY,11
Dixfield,Oxford,ME,1
Dixon,Solano,CA,258
Dixon,Lee,IL,8
Dixon,Yolo,CA,5
Dobbins,Yuba,CA,2
Dobbs Ferry,Westchester,NY,18
Dobson,Surry,NC,13
Dodge Center,Dodge,MN,30
Dolan Springs,Mohave,AZ,1
Dolomite,Jefferson,AL,1
Dolton,Cook,IL,30
Donalds,Greenwood,SC,3
Donalds,Abbeville,SC,13
Donegal,Westmoreland,PA,40
Doniphan,Hall,NE,1
Donna,Hidalgo,TX,3
Dora,Jefferson,AL,1
Doral,Miami-Dade,FL,2
Dorchester,Suffolk,MA,302
Dorchester,Dorchester,SC,17
Dorchester,Marathon,WI,1
Dorchester Center,Suffolk,MA,88
Dorris,Siskiyou,CA,5
Dorset,Ashtabula,OH,2
Dos Palos,Merced,CA,29
Dos Palos,Fresno,CA,1
Dos Rios,Mendocino,CA,1
Doswell,Hanover,VA,2
Dothan,Houston,AL,138
Dothan,Dale,AL,2
Double Springs,Winston,AL,1
Douglas,Coffee,GA,3
Douglas,Worcester,MA,1
Douglas City,Trinity,CA,19
Douglassville,Berks,PA,4
Douglasville,Douglas,GA,41
Douglasville,Paulding,GA,2
Dove Creek,Dolores,CO,1
Dover,Strafford,NH,31
Dover,York,PA,48
Dover,Hillsborough,FL,76
Dover,Olmsted,MN,20
Dover,Norfolk,MA,1
Dover,Morris,NJ,12
Dover,Tuscarawas,OH,1
Dover,Kent,DE,17
Dover AFB,Kent,DE,2
Dover Plains,Dutchess,NY,2
Dovray,Murray,MN,1
Dowagiac,Cass,MI,1
Downers Grove,DuPage,IL,270
Downey,Los Angeles,CA,704
Downey,Bannock,ID,1
Downieville,Sierra,CA,1
Downingtown,Chester,PA,208
Downs,McLean,IL,1
Doyle,Lassen,CA,23
Doylestown,Bucks,PA,9
Dracut,Middlesex,MA,5
Dragoon,Cochise,AZ,1
Drain,Douglas,OR,44
Drake,Larimer,CO,5
Draper,Salt Lake,UT,248
Draper,Pulaski,VA,6
Draper,Wythe,VA,2
Dravosburg,Allegheny,PA,7
Dresher,Montgomery,PA,36
Drewryville,Southampton,VA,3
Drewsey,Harney,OR,7
Drexel Hill,Delaware,PA,2
Dripping Springs,Travis,TX,4
Dripping Springs,Hays,TX,1
Drummonds,Tipton,TN,1
Drums,Luzerne,PA,10
Dry Branch,Twiggs,GA,2
Dryden,Cortland,NY,1
Drytown,Amador,CA,1
Du Bois,Clearfield,PA,24
Duanesburg,Schenectady,NY,26
Duarte,Los Angeles,CA,164
Dublin,Alameda,CA,147
Dublin,Pulaski,VA,5
Dublin,Franklin,OH,46
Dublin,Union,OH,2
Dublin,Laurens,GA,7
Dublin,Delaware,OH,1
Dubuque,Dubuque,IA,4
Duchesne,Duchesne,UT,20
Ducor,Tulare,CA,1
Dudley,Worcester,MA,5
Dudley,Laurens,GA,2
Dudley,Wayne,NC,1
Due West,Abbeville,SC,7
Duette,Manatee,FL,1
Duffield,Scott,VA,1
Dufur,Wasco,OR,11
Dugway,Tooele,UT,13
Duke Center,McKean,PA,1
Duluth,Gwinnett,GA,64
Duluth,St. Louis,MN,105
Duluth,Fulton,GA,5
Duluth city,St. Louis,MN,5
Dumfries,Prince William,VA,85
Dumont,Clear Creek,CO,19
Dumont,Bergen,NJ,3
Dunbar,Kanawha,WV,3
Dunbarton,Merrimack,NH,1
Duncan,Spartanburg,SC,306
Duncan,Greenlee,AZ,1
Duncannon,Dauphin,PA,2
Duncannon,Perry,PA,3
Duncansville,Blair,PA,13
Duncanville,Tuscaloosa,AL,12
Duncanville,Dallas,TX,71
Dundalk,Baltimore County,MD,45
Dundalk,Baltimore City,MD,1
Dundas,Rice,MN,35
Dundee,Kane,IL,5
Dundee,Yates,NY,1
Dundee,Yamhill,OR,35
Dunedin,Pinellas,FL,38
Dunellen,Somerset,NJ,8
Dunkirk,Chautauqua,NY,17
Dunkirk,Calvert,MD,1
Dunkirk,Anne Arundel,MD,3
Dunlap,Sequatchie,TN,1
Dunlap,Fresno,CA,6
Dunn,Harnett,NC,43
Dunn,Cumberland,NC,5
Dunn,Johnston,NC,2
Dunn,Sampson,NC,2
Dunn Loring,Fairfax County,VA,10
Dunnellon,Marion,FL,9
Dunnellon,Citrus,FL,3
Dunnigan,Yolo,CA,28
Dunsmuir,Siskiyou,CA,9
Dunsmuir,Shasta,CA,1
Dunstable,Middlesex,MA,1
Dupo,St. Clair,IL,2
Dupont,Pierce,WA,23
Duquesne,Allegheny,PA,7
Durand,Shiawassee,MI,7
Durango,La Plata,CO,1
Durant,Cedar,IA,2
Durham,Durham,NC,282
Durham,Wake,NC,38
Durham,Butte,CA,9
Durham,Orange,NC,8
Durham,Strafford,NH,2
Durhamville,Oneida,NY,1
Dushore,Sullivan,PA,1
Duson,Lafayette,LA,18
Duson,Acadia,LA,2
Dutch Flat,Placer,CA,29
Dutch John,Daggett,UT,12
Dutton,Mathews,VA,1
Duvall,King,WA,6
Duxbury,Plymouth,MA,35
Dwight,Grundy,IL,2
Dyer,Lake,IN,1
Dyersburg,Dyer,TN,3
Dysart,Cambria,PA,1
Dysart,Blair,PA,1
Eads,Shelby,TN,7
Eads,Fayette,TN,1
Eagle,Clinton,MI,1
Eagle,Eagle,CO,1
Eagle Bend,Todd,MN,2
Eagle Bridge,Rensselaer,NY,1
Eagle Creek,Clackamas,OR,16
Eagle Lake,Blue Earth,MN,27
Eagle Mountain,Utah,UT,6
Eagle Point,Jackson,OR,88
Eagle Springs,Moore,NC,2
Eagleville,Rutherford,TN,1
Earle,Crittenden,AR,3
Earleville,Cecil,MD,1
Earlham,Dallas,IA,2
Earlimart,Tulare,CA,63
Early Branch,Hampton,SC,2
Early Branch,Jasper,SC,1
Earp,San Bernardino,CA,12
Earth City,St. Louis County,MO,22
Easley,Pickens,SC,256
Easley,Anderson,SC,58
East Alton,Madison,IL,1
East Amherst,Erie,NY,1
East Aurora,Erie,NY,1
East Bend,Yadkin,NC,1
East Berlin,York,PA,3
East Berlin,Adams,PA,1
East Bernard,Wharton,TX,1
East Boston,Suffolk,MA,13
East Bridgewater,Plymouth,MA,1
East Brunswick,Middlesex,NJ,103
East Canaan,Litchfield,CT,8
East Carbon,Carbon,UT,3
East Chatham,Columbia,NY,2
East Chicago,Lake,IN,3
East Dubuque,Jo Daviess,IL,1
East Earl,Lancaster,PA,11
East Elmhurst,Queens,NY,29
East Fairfield,Franklin,VT,1
East Falmouth,Barnstable,MA,8
East Greenbush,Rensselaer,NY,15
East Greenville,Montgomery,PA,27
East Greenwich,Kent,RI,36
East Haddam,Middlesex,CT,5
East Hampstead,Rockingham,NH,1
East Hanover,Morris,NJ,1
East Hartford,Hartford,CT,173
East Haven,New Haven,CT,16
East Hazel Crest,Cook,IL,1
East Islip,Suffolk,NY,18
East Jordan,Charlevoix,MI,2
East Lansing,Ingham,MI,5
East Lansing,Clinton,MI,3
East Liberty,Allegheny,PA,2
East Liberty,Logan,OH,1
East Liverpool,Columbiana,OH,1
East Longmeadow,Hampden,MA,1
East Lyme,New London,CT,8
East Mc Keesport,Allegheny,PA,7
East Meadow,Nassau,NY,34
East Moline,Rock Island,IL,1
East Nassau,Rensselaer,NY,3
East New Market,Dorchester,MD,7
East Newark,Hudson,NJ,2
East Northport,Suffolk,NY,15
East Norwich,Nassau,NY,3
East Orange,Essex,NJ,156
East Palo Alto,San Mateo,CA,10
East Patchogue,Suffolk,NY,5
East Peoria,Tazewell,IL,18
East Petersburg,Lancaster,PA,16
East Pittsburgh,Allegheny,PA,4
East Providence,Providence,RI,37
East Rochester,Monroe,NY,27
East Rutherford,Bergen,NJ,31
East Saint Louis,St. Clair,IL,67
East Saint Louis,Madison,IL,5
East Sandwich,Barnstable,MA,12
East Setauket,Suffolk,NY,9
East Shasta,Shasta,CA,3
East Sierra,Sierra,CA,4
East Stroudsburg,Monroe,PA,16
East Syracuse,Onondaga,NY,118
East Taunton,Bristol,MA,7
East Tehama,Tehama,CA,15
East Troy,Walworth,WI,2
East Walpole,Norfolk,MA,14
East Wareham,Plymouth,MA,3
East Wenatchee,Douglas,WA,3
East Windsor,Hartford,CT,11
East Windsor,Mercer,NJ,1
Eastaboga,Talladega,AL,2
Eastborough,Sedgwick,KS,1
Eastchester,Westchester,NY,1
Eastlake,Lake,OH,4
Eastman,Dodge,GA,3
Easton,Northampton,PA,48
Easton,Talbot,MD,40
Easton,Mason,IL,1
Easton,Aroostook,ME,1
Eastover,Richland,SC,65
Eastpoint,Franklin,FL,1
Eastport,Suffolk,NY,6
Eaton,Preble,OH,1
Eaton Rapids,Eaton,MI,9
Eatonton,Putnam,GA,3
Eatontown,Monmouth,NJ,56
Eatonville,Pierce,WA,21
Eau Claire,Eau Claire,WI,17
Ebeemee Twp,Piscataquis,ME,1
Ebensburg,Cambria,PA,8
Ebro,Washington,FL,3
Echo,Umatilla,OR,30
Echo,Yellow Medicine,MN,1
Echo,Morrow,OR,4
Echo Lake,El Dorado,CA,33
Eclectic,Elmore,AL,8
Eddy,Falls,TX,1
Eddy,McLennan,TX,2
Eddyville,Wapello,IA,4
Eddyville,Lincoln,OR,9
Eden,Erie,NY,17
Eden,Concho,TX,2
Eden,Weber,UT,1
Eden,Rockingham,NC,2
Eden,Jerome,ID,1
Eden Prairie,Hennepin,MN,208
Eden Valley,Stearns,MN,1
Eden Valley,Meeker,MN,6
Edenton,Chowan,NC,1
Edgar,Marathon,WI,1
Edgefield,Edgefield,SC,24
Edgemoor,Chester,SC,3
Edgemoor,York,SC,1
Edgerton,Rock,WI,6
Edgerton,Dane,WI,13
Edgerton,Defiance,OH,1
Edgerton,Johnson,KS,9
Edgewater,Jefferson,CO,4
Edgewater,Volusia,FL,12
Edgewater,Anne Arundel,MD,35
Edgewater,Bergen,NJ,2
Edgewood,Kenton,KY,8
Edgewood,Harford,MD,34
Edgewood,Pierce,WA,3
Edgewood,Santa Fe,NM,2
Edina,Hennepin,MN,3
Edinburg,Hidalgo,TX,2
Edinburg,Shenandoah,VA,10
Edinburgh,Shelby,IN,10
Edinburgh,Johnson,IN,1
Edinburgh,Bartholomew,IN,2
Edison,Middlesex,NJ,133
Edmond,Oklahoma,OK,249
Edmond,Logan,OK,7
Edmonds,Snohomish,WA,13
Edwards,San Bernardino,CA,6
Edwards,Kern,CA,17
Edwards,Hinds,MS,3
Edwards,Peoria,IL,1
Edwards,Eagle,CO,5
Edwardsburg,Cass,MI,1
Edwardsville,Madison,IL,6
Effie,Itasca,MN,1
Effingham,Florence,SC,48
Effingham,Effingham,IL,3
Efland,Orange,NC,6
Egan,Acadia,LA,4
Egg Harbor City,Atlantic,NJ,8
Egg Harbor Township,Atlantic,NJ,58
Eglin AFB,Okaloosa,FL,15
Eglin AFB,Santa Rosa,FL,1
Egnar,San Miguel,CO,1
Ehrenberg,La Paz,AZ,2
Ehrhardt,Bamberg,SC,3
Eight Mile,Mobile,AL,15
Eighty Four,Washington,PA,4
El Cerrito,Contra Costa,CA,15
El Dorado,El Dorado,CA,28
El Dorado,Butler,KS,1
El Dorado,Union,AR,1
El Dorado Hills,El Dorado,CA,149
El Mirage,Maricopa,AZ,44
El Monte,Los Angeles,CA,310
El Nido,Merced,CA,9
El Paso,El Paso,TX,1920
El Paso,White,AR,1
El Portal,Miami-Dade,FL,1
El Reno,Canadian,OK,5
El Segundo,Los Angeles,CA,61
El Sobrante,Contra Costa,CA,93
Elba,Coffee,AL,6
Elbe,Pierce,WA,3
Elberfeld,Gibson,IN,1
Elbert,El Paso,CO,3
Elberta,Baldwin,AL,4
Elberton,Elbert,GA,1
Elbow Lake,Grant,MN,4
Elbridge,Onondaga,NY,14
Elburn,Kane,IL,5
Eldorado,Preble,OH,1
Eldred,McKean,PA,5
Eldridge,Walker,AL,3
Eleva,Trempealeau,WI,3
Elgin,Kane,IL,343
Elgin,Kershaw,SC,42
Elgin,Cook,IL,72
Elgin,Travis,TX,11
Elgin,Richland,SC,40
Elgin,Olmsted,MN,3
Elgin,DuPage,IL,3
Elgin,Comanche,OK,2
Elgin,Union,OR,52
Elgin,Bastrop,TX,2
Elgin,Wabasha,MN,2
Elgin,Fairfield,SC,2
Elida,Allen,OH,1
Elizabeth,Union,NJ,83
Elizabeth,Allegheny,PA,37
Elizabeth,Essex,NJ,1
Elizabethport,Union,NJ,11
Elizabethton,Carter,TN,1
Elizabethtown,Lancaster,PA,42
Elizabethtown,Hardin,KY,1
Elizabethtown,Dauphin,PA,3
Elizabethtown,Bladen,NC,2
Elizaville,Columbia,NY,5
Elk,Mendocino,CA,3
Elk City,Idaho,ID,2
Elk Creek,Glenn,CA,2
Elk Grove,Sacramento,CA,418
Elk Grove Village,Cook,IL,31
Elk Grove Village,DuPage,IL,15
Elk Mound,Dunn,WI,5
Elk River,Sherburne,MN,150
Elk River,Wright,MN,36
Elkader,Clayton,IA,3
Elkhart,Logan,IL,3
Elkhart,Polk,IA,5
Elkhart,Elkhart,IN,1
Elkhorn,Douglas,NE,14
Elkhorn,Walworth,WI,10
Elkin,Surry,NC,7
Elkins Park,Montgomery,PA,56
Elkland,Tioga,PA,1
Elkmont,Limestone,AL,13
Elko,Elko,NV,30
Elko,Houston,GA,2
Elko New Market,Scott,MN,29
Elkridge,Howard,MD,78
Elkton,Cecil,MD,32
Elkton,St. Johns,FL,9
Elkton,Douglas,OR,26
Elkton,Rockingham,VA,1
Elkview,Kanawha,WV,1
Elkwood,Culpeper,VA,2
Ellabell,Bryan,GA,6
Ellenboro,Rutherford,NC,2
Ellendale,Freeborn,MN,22
Ellendale,Steele,MN,46
Ellensburg,Kittitas,WA,5
Ellenton,Manatee,FL,69
Ellenwood,DeKalb,GA,12
Ellenwood,Clayton,GA,26
Ellicott City,Howard,MD,68
Ellicottville,Cattaraugus,NY,1
Ellijay,Gilmer,GA,1
Elliott,Lee,SC,4
Ellis,Trego,KS,1
Elliston,Montgomery,VA,19
Ellisville,Jones,MS,1
Ellisville,Saint Louis,MO,1
Elloree,Orangeburg,SC,13
Elloree,Calhoun,SC,2
Ellsworth,Hamilton,IA,1
Ellsworth,Pierce,WI,2
Ellwood City,Beaver,PA,1
Elm City,Wilson,NC,2
Elm Mott,McLennan,TX,1
Elma,Grays Harbor,WA,11
Elma,Erie,NY,7
Elmendorf,Bexar,TX,8
Elmer,Salem,NJ,3
Elmhurst,DuPage,IL,262
Elmhurst,Queens,NY,138
Elmhurst,Cook,IL,19
Elmira,Lane,OR,1
Elmo,Emery,UT,6
Elmont,Nassau,NY,13
Elmore,Elmore,AL,11
Elmore,Ottawa,OH,2
Elmore,Faribault,MN,2
Elmsford,Westchester,NY,91
Elmwood,Smith,TN,1
Elmwood Park,Bergen,NJ,59
Elmwood Park,Cook,IL,5
Elnora,Daviess,IN,1
Eloy,Pinal,AZ,13
Elrod,Tuscaloosa,AL,1
Elsmere,Kenton,KY,4
Elsmere,New Castle,DE,1
Elverson,Chester,PA,17
Elverta,Sutter,CA,7
Elverta,Sacramento,CA,24
Elverta,Placer,CA,5
Elwood,Will,IL,4
Elwood,Madison,IN,1
Ely,White Pine,NV,19
Ely,St. Louis,MN,1
Elyria,Lorain,OH,57
Elysburg,Northumberland,PA,4
Elysian,Le Sueur,MN,3
Embarrass,St. Louis,MN,2
Emden,Logan,IL,1
Emerald Hills,San Mateo,CA,1
Emerson,Bartow,GA,1
Emeryville,Alameda,CA,335
Emigrant Gap,Placer,CA,25
Emily,Crow Wing,MN,2
Emlenton,Clarion,PA,1
Emmaus,Lehigh,PA,15
Emmons,Freeborn,MN,7
Empire,Clear Creek,CO,2
Emporia,Greensville,VA,6
Emporia,Emporia,VA,5
Encinitas,San Diego,CA,199
Encino,Los Angeles,CA,335
Encino,Brooks,TX,1
Endicott,Broome,NY,15
Endicott,Tioga,NY,2
Enfield,Hartford,CT,7
Enfield,Halifax,NC,13
Enfield,Grafton,NH,6
England,Lonoke,AR,1
Englewood,Arapahoe,CO,345
Englewood,Montgomery,OH,11
Englewood,Sarasota,FL,18
Englewood,Bergen,NJ,13
Englewood,Douglas,CO,49
Englewood,Charlotte,FL,3
Englewood,Denver,CO,3
Englewood,McMinn,TN,1
Englewood Cliffs,Bergen,NJ,6
English,Perry,IN,3
English,Crawford,IN,8
Englishtown,Monmouth,NJ,24
Enid,Garfield,OK,1
Enigma,Berrien,GA,1
Ennis,Ellis,TX,3
Enola,Cumberland,PA,18
Enon,Clark,OH,1
Enon Valley,Lawrence,PA,1
Enoree,Spartanburg,SC,53
Enoree,Laurens,SC,4
Enoree,Union,SC,2
Enterprise,Coffee,AL,20
Enterprise,Washington,UT,3
Enterprise,Dale,AL,3
Enterprise,Wallowa,OR,38
Enumclaw,King,WA,6
Epes,Sumter,AL,2
Ephraim,Sanpete,UT,11
Ephrata,Lancaster,PA,133
Epping,Rockingham,NH,10
Epsom,Merrimack,NH,2
Epworth,Dubuque,IA,1
Equality,Coosa,AL,1
Erick,Beckham,OK,1
Erie,Broomfield,CO,5
Erie,Weld,CO,29
Erie,Monroe,MI,15
Erie,Whiteside,IL,1
Erie,Erie,PA,39
Erlanger,Kenton,KY,87
Erlanger,Boone,KY,11
Ernul,Craven,NC,2
Erskine,Polk,MN,2
Erwin,Washington,TN,1
Erwin,Unicoi,TN,2
Erwin,Harnett,NC,1
Escalante,Garfield,UT,6
Escalon,San Joaquin,CA,47
Escondido,San Diego,CA,566
Esko,Carlton,MN,3
Esparto,Yolo,CA,14
Essex,Baltimore County,MD,24
Essex,Middlesex,CT,2
Essex,Baltimore,MD,2
Essexville,Bay,MI,1
Essington,Delaware,PA,38
Estacada,Clackamas,OR,35
Estero,Lee,FL,74
Estill,Hampton,SC,9
Ethelsville,Pickens,AL,1
Ethridge,Lawrence,TN,1
Etna,Licking,OH,2
Etna,Siskiyou,CA,3
Etna,Penobscot,ME,3
Etowah,Henderson,NC,1
Etters,York,PA,19
Euclid,Cuyahoga,OH,38
Eufaula,Barbour,AL,8
Eugene,Lane,OR,446
Euless,Tarrant,TX,35
Eure,Gates,NC,1
Eureka,St. Louis County,MO,33
Eureka,Humboldt,CA,81
Eureka,Eureka,NV,2
Eureka,Jefferson,MO,1
Eureka,Juab,UT,4
Eustis,Lake,FL,22
Eutaw,Greene,AL,8
Eutawville,Orangeburg,SC,13
Evans,Columbia,GA,3
Evanston,Cook,IL,3
Evanston,Uinta,WY,1
Evansville,Vanderburgh,IN,12
Evansville,Douglas,MN,18
Evansville,Rock,WI,1
Evart,Osceola,MI,1
Eveleth,St. Louis,MN,22
Everett,Bedford,PA,26
Everett,Snohomish,WA,284
Everett,Middlesex,MA,40
Evergreen,Clear Creek,CO,11
Evergreen,Columbus,NC,2
Evergreen,Conecuh,AL,4
Evergreen,Jefferson,CO,14
Evergreen Park,Cook,IL,29
Everson,Whatcom,WA,9
Evington,Campbell,VA,1
Ewing,Mercer,NJ,1
Excelsior,Carver,MN,17
Excelsior,Hennepin,MN,12
Exeter,Rockingham,NH,17
Exeter,Tulare,CA,45
Exeter,Luzerne,PA,1
Exeter,Washington,RI,5
Export,Westmoreland,PA,2
Exton,Chester,PA,136
Eyota,Olmsted,MN,38
Faber,Nelson,VA,1
Fabius,Onondaga,NY,11
Fair Grove,Dallas,MO,1
Fair Haven,Rutland,VT,2
Fair Lawn,Bergen,NJ,18
Fair Oaks,Sacramento,CA,293
Fair Oaks,Jasper,IN,1
Fair Play,Oconee,SC,37
Fair Play,Anderson,SC,21
Fairborn,Greene,OH,10
Fairborn,Clark,OH,3
Fairburn,Fulton,GA,40
Fairdale,Jefferson,KY,48
Fairfax,Fairfax County,VA,428
Fairfax,Hampton,SC,1
Fairfax,Marin,CA,12
Fairfax,Fairfax City,VA,18
Fairfax,Allendale,SC,5
Fairfax,Renville,MN,10
Fairfax,Franklin,VT,3
Fairfax,Fairfax,VA,2
Fairfax,Nicollet,MN,4
Fairfax,Benton,IA,1
Fairfax Station,Fairfax County,VA,27
Fairfield,Solano,CA,611
Fairfield,Jefferson,AL,20
Fairfield,Fairfield,CT,65
Fairfield,Rockbridge,VA,11
Fairfield,Essex,NJ,7
Fairfield,Adams,PA,4
Fairfield,Butler,OH,9
Fairfield,Spokane,WA,4
Fairfield,Somerset,ME,2
Fairfield,Jefferson,IA,2
Fairhaven,Bristol,MA,5
Fairhope,Baldwin,AL,6
Fairland,Shelby,IN,7
Fairlee,Orange,VT,1
Fairless Hills,Bucks,PA,1
Fairmont,Martin,MN,38
Fairmont,Robeson,NC,3
Fairmount City,Clarion,PA,2
Fairplay,Park,CO,36
Fairplay,Washington,MD,1
Fairport,Monroe,NY,81
Fairview,Multnomah,OR,50
Fairview,Sanpete,UT,24
Fairview,Williamson,TN,9
Fairview,Bergen,NJ,3
Fairview,Buncombe,NC,1
Fairview,Utah,UT,16
Fairview,Erie,PA,6
Fairview Heights,St. Clair,IL,5
Faison,Sampson,NC,5
Falkner,Tippah,MS,1
Falkville,Morgan,AL,34
Falkville,Cullman,AL,3
Fall Branch,Washington,TN,7
Fall Branch,Greene,TN,1
Fall City,King,WA,3
Fall Creek,Lane,OR,2
Fall River,Bristol,MA,30
Fall River Mills,Shasta,CA,11
Fallbrook,San Diego,CA,434
Fallentimber,Cambria,PA,2
Fallentimber,Clearfield,PA,1
Falling Waters,Berkeley,WV,8
Fallon,Churchill,NV,36
Falls Church,Fairfax County,VA,254
Falls Church,Fairfax,VA,1
Falls Village,Litchfield,CT,1
Fallston,Harford,MD,10
Falmouth,Barnstable,MA,2
Falmouth,Cumberland,ME,11
Fancy Gap,Carroll,VA,5
Fannettsburg,Franklin,PA,4
Far Rockaway,Queens,NY,3
Faribault,Rice,MN,163
Farley,Dubuque,IA,1
Farmer City,De Witt,IL,1
Farmersville,Montgomery,OH,5
Farmersville,Montgomery,IL,1
Farmersville,Collin,TX,1
Farmingdale,Suffolk,NY,37
Farmingdale,Nassau,NY,12
Farmingdale,Monmouth,NJ,3
Farmington,Ontario,NY,18
Farmington,Davis,UT,101
Farmington,St. Francois,MO,1
Farmington,Oakland,MI,96
Farmington,Hartford,CT,35
Farmington,San Joaquin,CA,10
Farmington,Stanislaus,CA,8
Farmington,Dakota,MN,13
Farmington Hills,Oakland,MI,1
Farmingville,Suffolk,NY,20
Farmville,Pitt,NC,6
Farmville,Buckingham,VA,2
Farmville,Prince Edward,VA,1
Farwell,Clare,MI,2
Fate,Rockwall,TX,1
Fayette,Sanpete,UT,3
Fayette,Fayette,AL,5
Fayette,Tuscaloosa,AL,2
Fayetteville,Lincoln,TN,1
Fayetteville,Cumberland,NC,31
Fayetteville,Fayette,GA,11
Fayetteville,Onondaga,NY,44
Fayetteville,Washington,AR,1
Feasterville Trevose,Bucks,PA,59
Federal Way,King,WA,101
Federalsburg,Dorchester,MD,4
Federalsburg,Caroline,MD,8
Fellows,Kern,CA,3
Fellsmere,Indian River,FL,6
Fellsmere,Brevard,FL,4
Felton,Santa Cruz,CA,40
Felton,Kent,DE,14
Fennville,Allegan,MI,2
Fenton,St. Louis County,MO,24
Fenton,Jefferson,MO,34
Fenton,Genesee,MI,47
Fenton,Livingston,MI,5
Fergus Falls,Otter Tail,MN,4
Fern Park,Seminole,FL,1
Fernandina Beach,Nassau,FL,5
Ferndale,Humboldt,CA,4
Ferndale,Whatcom,WA,7
Ferndale,Oakland,MI,2
Fernley,Lyon,NV,19
Fernley,Churchill,NV,1
Ferris,Dallas,TX,7
Ferris,Ellis,TX,7
Ferron,Emery,UT,12
Festus,Jefferson,MO,35
Feura Bush,Albany,NY,3
Fields,Harney,OR,1
Fife,Pierce,WA,4
Filer,Twin Falls,ID,6
Fillmore,Millard,UT,72
Fillmore,Ventura,CA,54
Fincastle,Botetourt,VA,2
Findlay,Hancock,OH,5
Finksburg,Carroll,MD,1
Finland,Lake,MN,1
Finlayson,Pine,MN,13
Finlayson,Aitkin,MN,3
Finleyville,Washington,PA,1
Firebaugh,Fresno,CA,56
Firebaugh,Madera,CA,13
Firebaugh,Merced,CA,14
Firth,Bannock,ID,6
Firth,Bingham,ID,1
Fish Camp,Mariposa,CA,8
Fishers,Hamilton,IN,12
Fishersville,Augusta,VA,10
Fishkill,Dutchess,NY,38
Fitchburg,Worcester,MA,23
Fitzpatrick,Bullock,AL,3
Fitzwilliam,Cheshire,NH,1
Flagler Beach,Flagler,FL,7
Flagstaff,Coconino,AZ,47
Flanders,Morris,NJ,13
Flat Rock,Henderson,NC,15
Flat Rock,Wayne,MI,10
Fleetwood,Berks,PA,6
Fleming,Logan,CO,1
Fleming Island,Clay,FL,25
Flemington,Hunterdon,NJ,6
Fletcher,Buncombe,NC,30
Fletcher,Henderson,NC,35
Flint,Genesee,MI,676
Floodwood,St. Louis,MN,22
Flora,Carroll,IN,1
Florahome,Putnam,FL,4
Floral City,Citrus,FL,1
Floral Park,Nassau,NY,16
Florence,Florence,SC,390
Florence,Lauderdale,AL,9
Florence,Williamson,TX,7
Florence,Darlington,SC,14
Florence,Lane,OR,59
Florence,Boone,KY,21
Florence,Pinal,AZ,5
Florence,Rankin,MS,3
Florence,Fremont,CO,1
Florence,Kenton,KY,1
Florham Park,Morris,NJ,6
Florida,Berkshire,MA,1
Florida City,Miami-Dade,FL,2
Florissant,St. Louis County,MO,50
Florissant,Saint Louis,MO,1
Florissant,Teller,CO,4
Floriston,Nevada,CA,61
Flossmoor,Cook,IL,1
Flourtown,Montgomery,PA,15
Flovilla,Butts,GA,1
Flowery Branch,Hall,GA,4
Flowood,Rankin,MS,12
Floyd,Floyd,VA,1
Floyds Knobs,Floyd,IN,7
Flushing,Queens,NY,347
Flushing,Genesee,MI,49
Flushing,Shiawassee,MI,1
Fogelsville,Lehigh,PA,2
Folcroft,Delaware,PA,3
Foley,Baldwin,AL,9
Foley,Benton,MN,27
